WR,Mike Wallace,5400,Det@Min 01:00PM ET,12.3,Min
WR,Torrey Smith,5400,SF@Pit 01:00PM ET,2.1,SF
QB,Geno Smith,5400,NYJ@Ind 08:30PM ET,0,NYJ
RB,DeAngelo Williams,5300,SF@Pit 01:00PM ET,17.2,Pit
QB,Matt McGloin,5300,Bal@Oak 04:05PM ET,11.68,Oak
QB,Blake Bortles,5300,Mia@Jax 04:05PM ET,11.92,Jax
QB,Brian Hoyer,5200,Hou@Car 01:00PM ET,11.44,Hou
QB,Johnny Manziel,5200,Ten@Cle 01:00PM ET,11.78,Cle
QB,Josh McCown,5100,Ten@Cle 01:00PM ET,3.26,Cle
WR,Eric Decker,5100,NYJ@Ind 08:30PM ET,11.7,NYJ
QB,Ryan Mallett,5100,Hou@Car 01:00PM ET,10.52,Hou
QB,Mike Glennon,5100,TB@NO 01:00PM ET,0,TB
WR,John Brown,5100,Ari@Chi 01:00PM ET,14.6,Ari
RB,Carlos Hyde,5100,SF@Pit 01:00PM ET,35.2,SF
QB,Matt Hasselbeck,5000,NYJ@Ind 08:30PM ET,0,Ind
QB,Michael Vick,5000,SF@Pit 01:00PM ET,0,Pit
QB,Matt Cassel,5000,NE@Buf 01:00PM ET,0,Buf
QB,Charlie Whitehurst,5000,Ten@Cle 01:00PM ET,0,Ten
QB,Tarvaris Jackson,5000,Sea@GB 08:30PM ET,0,Sea
QB,Derek Anderson,5000,Hou@Car 01:00PM ET,0,Car
QB,Dan Orlovsky,5000,Det@Min 01:00PM ET,0,Det
QB,Kellen Clemens,5000,SD@Cin 01:00PM ET,0,SD
QB,Shaun Hill,5000,Det@Min 01:00PM ET,0,Min
QB,Matt Moore,5000,Mia@Jax 04:05PM ET,0,Mia
QB,Drew Stanton,5000,Ari@Chi 01:00PM ET,0,Ari
QB,Matt Schaub,5000,Bal@Oak 04:05PM ET,0,Bal
QB,Luke McCown,5000,TB@NO 01:00PM ET,0,NO
QB,Chad Henne,5000,Mia@Jax 04:05PM ET,0,Jax
RB,Rashad Jennings,5000,Atl@NYG 01:00PM ET,11.2,NYG
QB,Joe Webb,5000,Hou@Car 01:00PM ET,0,Car
QB,Mark Sanchez,5000,Dal@Phi 04:25PM ET,0,Phi
QB,Colt McCoy,5000,StL@Was 01:00PM ET,0,Was
QB,Scott Tolzien,5000,Sea@GB 08:30PM ET,0,GB
RB,C.J. Spiller,5000,TB@NO 01:00PM ET,0,NO
QB,Case Keenum,5000,StL@Was 01:00PM ET,0,StL
QB,Jimmy Clausen,5000,Ari@Chi 01:00PM ET,0,Chi
RB,Alfred Morris,5000,StL@Was 01:00PM ET,15.1,Was
QB,Brandon Weeden,5000,Dal@Phi 04:25PM ET,0,Dal
WR,Pierre Garcon,5000,StL@Was 01:00PM ET,13.4,Was
QB,Austin Davis,5000,Ten@Cle 01:00PM ET,0,Cle
QB,Landry Jones,5000,SF@Pit 01:00PM ET,0,Pit
RB,LeGarrette Blount,5000,NE@Buf 01:00PM ET,0,NE
WR,Kendall Wright,5000,Ten@Cle 01:00PM ET,23.1,Ten
QB,EJ Manuel,5000,NE@Buf 01:00PM ET,0,Buf
QB,Blaine Gabbert,5000,SF@Pit 01:00PM ET,0,SF
QB,Sean Renfree,5000,Atl@NYG 01:00PM ET,0,Atl
QB,Ryan Nassib,5000,Atl@NYG 01:00PM ET,0,NYG
QB,Ryan Griffin,5000,TB@NO 01:00PM ET,0,TB
QB,Matt Barkley,5000,Ari@Chi 01:00PM ET,0,Ari
QB,Zach Mettenberger,5000,Ten@Cle 01:00PM ET,-0.5,Ten
QB,Bryce Petty,5000,NYJ@Ind 08:30PM ET,0,NYJ
QB,AJ McCarron,5000,SD@Cin 01:00PM ET,0,Cin
QB,David Fales,5000,Ari@Chi 01:00PM ET,0,Chi
QB,Stephen Morris,5000,Dal@Phi 04:25PM ET,0,Phi
QB,Garrett Grayson,5000,TB@NO 01:00PM ET,0,NO
QB,Jimmy Garoppolo,5000,NE@Buf 01:00PM ET,0,NE
QB,Sean Mannion,5000,StL@Was 01:00PM ET,0,StL
QB,Brett Hundley,5000,Sea@GB 08:30PM ET,0,GB
QB,Taylor Heinicke,5000,Det@Min 01:00PM ET,0,Min
RB,Melvin Gordon,5000,SD@Cin 01:00PM ET,8.7,SD
TE,Greg Olsen,4900,Hou@Car 01:00PM ET,2.1,Car
WR,Allen Robinson,4900,Mia@Jax 04:05PM ET,3.7,Jax
WR,Davante Adams,4900,Sea@GB 08:30PM ET,9.9,GB
RB,Frank Gore,4800,NYJ@Ind 08:30PM ET,5.1,Ind
WR,Victor Cruz,4800,Atl@NYG 01:00PM ET,0,NYG
WR,Charles Johnson,4800,Det@Min 01:00PM ET,4.7,Min
WR,Michael Floyd,4800,Ari@Chi 01:00PM ET,2.8,Ari
RB,T.J. Yeldon,4800,Mia@Jax 04:05PM ET,9.7,Jax
RB,Todd Gurley,4800,StL@Was 01:00PM ET,0,StL
WR,James Jones,4700,Sea@GB 08:30PM ET,21.1,GB
RB,Chris Ivory,4700,NYJ@Ind 08:30PM ET,23,NYJ
WR,Rueben Randle,4700,Atl@NYG 01:00PM ET,5.3,NYG
RB,Tre Mason,4700,StL@Was 01:00PM ET,0,StL
WR,Breshad Perriman,4700,Bal@Oak 04:05PM ET,0,Bal
RB,Joique Bell,4600,Det@Min 01:00PM ET,6.1,Det
WR,Donte Moncrief,4600,NYJ@Ind 08:30PM ET,16.6,Ind
TE,Martellus Bennett,4500,Ari@Chi 01:00PM ET,16.5,Chi
WR,Percy Harvin,4500,NE@Buf 01:00PM ET,19.8,Buf
RB,Giovani Bernard,4500,SD@Cin 01:00PM ET,14.8,Cin
TE,Julius Thomas,4500,Mia@Jax 04:05PM ET,0,Jax
RB,Ameer Abdullah,4500,Det@Min 01:00PM ET,19.4,Det
RB,Bishop Sankey,4500,Ten@Cle 01:00PM ET,22.6,Ten
RB,Tevin Coleman,4500,Atl@NYG 01:00PM ET,8,Atl
WR,Malcom Floyd,4400,SD@Cin 01:00PM ET,3.9,SD
RB,Benny Cunningham,4400,StL@Was 01:00PM ET,16.2,StL
RB,Isaiah Crowell,4400,Ten@Cle 01:00PM ET,5.3,Cle
TE,Jason Witten,4300,Dal@Phi 04:25PM ET,26,Dal
RB,Darren McFadden,4200,Dal@Phi 04:25PM ET,4.5,Dal
WR,Stevie Johnson,4200,SD@Cin 01:00PM ET,20.2,SD
WR,Doug Baldwin,4200,Sea@GB 08:30PM ET,10.5,Sea
RB,Shane Vereen,4200,Atl@NYG 01:00PM ET,10,NYG
WR,Terrance Williams,4200,Dal@Phi 04:25PM ET,11,Dal
TE,Tyler Eifert,4200,SD@Cin 01:00PM ET,34.4,Cin
RB,David Johnson,4200,Ari@Chi 01:00PM ET,12.5,Ari
RB,Devonta Freeman,4200,Atl@NYG 01:00PM ET,7.7,Atl
WR,Michael Crabtree,4100,Bal@Oak 04:05PM ET,8.7,Oak
WR,Kenny Britt,4100,StL@Was 01:00PM ET,5.7,StL
WR,Kenny Stills,4100,Mia@Jax 04:05PM ET,2.2,Mia
TE,Austin Seferian-Jenkins,4100,TB@NO 01:00PM ET,31,TB
RB,Danny Woodhead,4000,SD@Cin 01:00PM ET,22.2,SD
TE,Jordan Cameron,4000,Mia@Jax 04:05PM ET,11.3,Mia
WR,Greg Jennings,3900,Mia@Jax 04:05PM ET,5.9,Mia
WR,Dwayne Bowe,3900,Ten@Cle 01:00PM ET,0,Cle
RB,Reggie Bush,3800,SF@Pit 01:00PM ET,0.8,SF
RB,Chris Johnson,3800,Ari@Chi 01:00PM ET,3.7,Ari
WR,Markus Wheaton,3800,SF@Pit 01:00PM ET,10.5,Pit
WR,Allen Hurns,3800,Mia@Jax 04:05PM ET,10,Jax
WR,Eddie Royal,3700,Ari@Chi 01:00PM ET,1.8,Chi
TE,Jordan Reed,3700,StL@Was 01:00PM ET,19.3,Was
RB,Alfred Blue,3700,Hou@Car 01:00PM ET,5.9,Hou
WR,Marqise Lee,3700,Mia@Jax 04:05PM ET,0,Jax
WR,DeVante Parker,3700,Mia@Jax 04:05PM ET,0,Mia
WR,Nate Washington,3600,Hou@Car 01:00PM ET,19.5,Hou
WR,Brian Quick,3600,StL@Was 01:00PM ET,0,StL
RB,Ryan Mathews,3600,Dal@Phi 04:25PM ET,11.8,Phi
WR,Jermaine Kearse,3600,Sea@GB 08:30PM ET,15.6,Sea
WR,Marvin Jones,3600,SD@Cin 01:00PM ET,3.9,Cin
TE,Zach Ertz,3600,Dal@Phi 04:25PM ET,7.6,Phi
RB,Charles Sims,3600,TB@NO 01:00PM ET,5.5,TB
TE,Heath Miller,3500,SF@Pit 01:00PM ET,16.4,Pit
RB,Darren Sproles,3500,Dal@Phi 04:25PM ET,19.6,Phi
TE,Ladarius Green,3500,SD@Cin 01:00PM ET,18.4,SD
TE,Kyle Rudolph,3500,Det@Min 01:00PM ET,10.3,Min
WR,Tavon Austin,3500,StL@Was 01:00PM ET,15.5,StL
RB,Terrance West,3500,Ten@Cle 01:00PM ET,3.1,Ten
WR,Rashad Greene,3500,Mia@Jax 04:05PM ET,15.8,Jax
RB,Matt Jones,3500,StL@Was 01:00PM ET,2.8,Was
WR,Devin Hester,3400,Atl@NYG 01:00PM ET,0,Atl
TE,Delanie Walker,3400,Ten@Cle 01:00PM ET,13.3,Ten
RB,Marcel Reece,3400,Bal@Oak 04:05PM ET,17.6,Oak
TE,Charles Clay,3400,NE@Buf 01:00PM ET,8.3,Buf
WR,Travis Benjamin,3400,Ten@Cle 01:00PM ET,17.9,Cle
RB,Jonas Gray,3400,Mia@Jax 04:05PM ET,0,Mia
RB,Dion Lewis,3400,NE@Buf 01:00PM ET,16,NE
RB,Theo Riddick,3400,Det@Min 01:00PM ET,11.7,Det
WR,Justin Hunter,3400,Ten@Cle 01:00PM ET,2.1,Ten
WR,Marquess Wilson,3400,Ari@Chi 01:00PM ET,7.9,Chi
RB,Javorius Allen,3400,Bal@Oak 04:05PM ET,4.4,Bal
WR,Tyler Lockett,3400,Sea@GB 08:30PM ET,13.4,Sea
RB,Duke Johnson Jr.,3400,Ten@Cle 01:00PM ET,2.2,Cle
DST,Dolphins ,3300,Mia@Jax 04:05PM ET,15,Mia
WR,Jerricho Cotchery,3300,Hou@Car 01:00PM ET,14.5,Car
WR,Danny Amendola,3300,NE@Buf 01:00PM ET,4.4,NE
WR,Andrew Hawkins,3300,Ten@Cle 01:00PM ET,5.4,Cle
WR,Darrius Heyward-Bey,3300,SF@Pit 01:00PM ET,9.8,Pit
WR,Andre Roberts,3300,StL@Was 01:00PM ET,6.6,Was
RB,Fred Jackson,3300,Sea@GB 08:30PM ET,3.9,Sea
WR,Cole Beasley,3300,Dal@Phi 04:25PM ET,7.9,Dal
TE,Dwayne Allen,3300,NYJ@Ind 08:30PM ET,10.7,Ind
WR,Mohamed Sanu,3300,SD@Cin 01:00PM ET,5.4,Cin
RB,Branden Oliver,3300,SD@Cin 01:00PM ET,3.1,SD
RB,James White,3300,NE@Buf 01:00PM ET,0,NE
WR,Brandon Coleman,3300,TB@NO 01:00PM ET,14.1,NO
WR,Cecil Shorts III,3300,Hou@Car 01:00PM ET,9.7,Hou
WR,Phillip Dorsett,3300,NYJ@Ind 08:30PM ET,5.5,Ind
RB,Karlos Williams,3300,NE@Buf 01:00PM ET,11.5,Buf
TE,Eric Ebron,3300,Det@Min 01:00PM ET,15.3,Det
WR,Dorial Green-Beckham,3300,Ten@Cle 01:00PM ET,0,Ten
WR,Devin Funchess,3300,Hou@Car 01:00PM ET,1.9,Car
WR,Jaelen Strong,3300,Hou@Car 01:00PM ET,0,Hou
WR,Marlon Brown,3200,Bal@Oak 04:05PM ET,4.5,Bal
RB,Jerick McKinnon,3200,Det@Min 01:00PM ET,4.8,Min
RB,Mike Davis,3200,SF@Pit 01:00PM ET,0,SF
DST,Rams ,3100,StL@Was 01:00PM ET,14,StL
DST,Seahawks ,3100,Sea@GB 08:30PM ET,19,Sea
DST,Panthers ,3100,Hou@Car 01:00PM ET,21,Car
WR,Ted Ginn Jr.,3100,Hou@Car 01:00PM ET,7.4,Car
TE,Larry Donnell,3100,Atl@NYG 01:00PM ET,5.1,NYG
RB,Will Johnson,3100,SF@Pit 01:00PM ET,6.7,Pit
RB,Kyle Juszczyk,3100,Bal@Oak 04:05PM ET,5.7,Bal
WR,Robert Woods,3100,NE@Buf 01:00PM ET,4.7,Buf
DST,Bengals ,3000,SD@Cin 01:00PM ET,10,Cin
DST,Packers ,3000,Sea@GB 08:30PM ET,4,GB
DST,Titans ,3000,Ten@Cle 01:00PM ET,15,Ten
WR,Lance Moore,3000,Det@Min 01:00PM ET,3.2,Det
TE,Vernon Davis,3000,SF@Pit 01:00PM ET,7.7,SF
WR,Miles Austin,3000,Dal@Phi 04:25PM ET,4.2,Phi
RB,Tyler Clutts,3000,Dal@Phi 04:25PM ET,0,Dal
WR,Harry Douglas,3000,Ten@Cle 01:00PM ET,10.4,Ten
WR,Eric Weems,3000,Atl@NYG 01:00PM ET,0,Atl
WR,Matthew Slater,3000,NE@Buf 01:00PM ET,0,NE
TE,Benjamin Watson,3000,TB@NO 01:00PM ET,4.9,NO
RB,Jerome Felton,3000,NE@Buf 01:00PM ET,0,Buf
WR,Marcus Thigpen,3000,NE@Buf 01:00PM ET,0,Buf
RB,Cedric Peerman,3000,SD@Cin 01:00PM ET,0,Cin
RB,Mike Tolbert,3000,Hou@Car 01:00PM ET,2.8,Car
RB,John Kuhn,3000,Sea@GB 08:30PM ET,0,GB
WR,Seyi Ajirotutu,3000,Dal@Phi 04:25PM ET,0,Phi
WR,Marlon Moore,3000,Ten@Cle 01:00PM ET,0,Cle
RB,James Starks,3000,Sea@GB 08:30PM ET,0.2,GB
WR,Brandon Tate,3000,SD@Cin 01:00PM ET,0,Cin
RB,Darrel Young,3000,StL@Was 01:00PM ET,1,Was
WR,Louis Murphy,3000,TB@NO 01:00PM ET,0,TB
TE,Jared Cook,3000,StL@Was 01:00PM ET,13.5,StL
WR,Brian Hartline,3000,Ten@Cle 01:00PM ET,4,Cle
RB,Donald Brown,3000,SD@Cin 01:00PM ET,0,SD
RB,Jorvorskie Lane,3000,TB@NO 01:00PM ET,0,TB
RB,Shaun Draughn,3000,Ten@Cle 01:00PM ET,0.4,Cle
WR,Preston Parker,3000,Atl@NYG 01:00PM ET,4.6,NYG
WR,Dwayne Harris,3000,Atl@NYG 01:00PM ET,1.1,NYG
RB,Bruce Miller,3000,SF@Pit 01:00PM ET,0,SF
WR,Marc Mariani,3000,Ari@Chi 01:00PM ET,0,Chi
WR,Bryan Walters,3000,Mia@Jax 04:05PM ET,3.7,Jax
WR,Jacoby Jones,3000,SD@Cin 01:00PM ET,0,SD
WR,Riley Cooper,3000,Dal@Phi 04:25PM ET,5.5,Phi
RB,Boobie Dixon,3000,NE@Buf 01:00PM ET,6.1,Buf
RB,Toby Gerhart,3000,Mia@Jax 04:05PM ET,0,Jax
RB,Chase Reynolds,3000,StL@Was 01:00PM ET,0,StL
RB,Dexter McCluster,3000,Ten@Cle 01:00PM ET,0.8,Ten
RB,Fozzy Whittaker,3000,Hou@Car 01:00PM ET,2.5,Car
WR,Marcus Easley,3000,NE@Buf 01:00PM ET,0,Buf
RB,Matt Asiata,3000,Det@Min 01:00PM ET,5.2,Min
RB,Taiwan Jones,3000,Bal@Oak 04:05PM ET,2.8,Oak
WR,Leonard Hankerson,3000,Atl@NYG 01:00PM ET,3.6,Atl
WR,Dontrelle Inman,3000,SD@Cin 01:00PM ET,0,SD
TE,Coby Fleener,3000,NYJ@Ind 08:30PM ET,3.5,Ind
WR,Greg Little,3000,SD@Cin 01:00PM ET,0,Cin
WR,Jeremy Kerley,3000,NYJ@Ind 08:30PM ET,0,NYJ
WR,Kamar Aiken,3000,Bal@Oak 04:05PM ET,0.9,Bal
RB,Travaris Cadet,3000,NE@Buf 01:00PM ET,0,NE
RB,Will Tukuafu,3000,Sea@GB 08:30PM ET,0,Sea
RB,Robert Turbin,3000,Ten@Cle 01:00PM ET,0,Cle
RB,Bilal Powell,3000,NYJ@Ind 08:30PM ET,9.8,NYJ
RB,Bobby Rainey,3000,TB@NO 01:00PM ET,2.4,TB
RB,Roy Helu Jr.,3000,Bal@Oak 04:05PM ET,0,Oak
RB,Patrick DiMarco,3000,Atl@NYG 01:00PM ET,0,Atl
RB,Isaiah Pead,3000,StL@Was 01:00PM ET,-0.7,StL
RB,Austin Johnson,3000,TB@NO 01:00PM ET,2.9,NO
RB,Chris Polk,3000,Hou@Car 01:00PM ET,4.1,Hou
RB,Jacquizz Rodgers,3000,Ari@Chi 01:00PM ET,1.6,Chi
RB,Jarryd Hayne,3000,SF@Pit 01:00PM ET,2,SF
RB,Kenjon Barner,3000,Dal@Phi 04:25PM ET,0,Phi
RB,LaMichael James,3000,Mia@Jax 04:05PM ET,0,Mia
WR,Brice Butler,3000,Bal@Oak 04:05PM ET,0,Oak
RB,Zach Line,3000,Det@Min 01:00PM ET,0,Min
WR,Chris Owusu,3000,NYJ@Ind 08:30PM ET,9.5,NYJ
WR,Griff Whalen,3000,NYJ@Ind 08:30PM ET,0,Ind
RB,Derrick Coleman,3000,Sea@GB 08:30PM ET,0.2,Sea
RB,Jonathan Grimes,3000,Hou@Car 01:00PM ET,4,Hou
WR,Jaron Brown,3000,Ari@Chi 01:00PM ET,1.8,Ari
WR,Chris Givens,3000,StL@Was 01:00PM ET,0,StL
WR,Keshawn Martin,3000,Hou@Car 01:00PM ET,0,Hou
WR,B.J. Daniels,3000,Sea@GB 08:30PM ET,0,Sea
RB,Jordan Todman,3000,SF@Pit 01:00PM ET,0,Pit
WR,Jarius Wright,3000,Det@Min 01:00PM ET,3.7,Min
RB,Brandon Bolden,3000,NE@Buf 01:00PM ET,2.3,NE
RB,Lance Dunbar,3000,Dal@Phi 04:25PM ET,15,Dal
WR,Russell Shepard,3000,TB@NO 01:00PM ET,1.6,TB
RB,Mike James,3000,TB@NO 01:00PM ET,0,TB
RB,Tommy Bohanon,3000,NYJ@Ind 08:30PM ET,0.2,NYJ
RB,Toben Opurum,3000,TB@NO 01:00PM ET,0,NO
WR,Ryan Grant,3000,StL@Was 01:00PM ET,2.5,Was
RB,Rex Burkhead,3000,SD@Cin 01:00PM ET,3.4,Cin
WR,Michael Campanaro,3000,Bal@Oak 04:05PM ET,1.8,Bal
RB,Nikita Whitlock,3000,Atl@NYG 01:00PM ET,0,NYG
RB,Bryce Brown,3000,NE@Buf 01:00PM ET,0,Buf
RB,Stepfan Taylor,3000,Ari@Chi 01:00PM ET,0,Ari
RB,Zac Stacy,3000,NYJ@Ind 08:30PM ET,0,NYJ
WR,Dri Archer,3000,SF@Pit 01:00PM ET,0,Pit
WR,Marquise Goodwin,3000,NE@Buf 01:00PM ET,0,Buf
RB,Brandon Wegher,3000,Hou@Car 01:00PM ET,0,Car
WR,Kevin Norwood,3000,Hou@Car 01:00PM ET,0,Car
RB,Chris Thompson,3000,StL@Was 01:00PM ET,1.1,Was
WR,Ricardo Lockette,3000,Sea@GB 08:30PM ET,0,Sea
RB,Christine Michael,3000,Dal@Phi 04:25PM ET,0,Dal
RB,Denard Robinson,3000,Mia@Jax 04:05PM ET,6.5,Jax
WR,Nick Williams,3000,Atl@NYG 01:00PM ET,1.5,Atl
WR,Devin Street,3000,Dal@Phi 04:25PM ET,0,Dal
WR,Chris Matthews,3000,Sea@GB 08:30PM ET,1.8,Sea
WR,Aaron Dobson,3000,NE@Buf 01:00PM ET,1.9,NE
RB,Bernard Pierce,3000,Mia@Jax 04:05PM ET,1.4,Jax
WR,Stedman Bailey,3000,StL@Was 01:00PM ET,8.8,StL
WR,Quincy Enunwa,3000,NYJ@Ind 08:30PM ET,0,NYJ
RB,Vick Ballard,3000,NYJ@Ind 08:30PM ET,0,Ind
RB,Jay Prosch,3000,Hou@Car 01:00PM ET,0,Hou
RB,Jalston Fowler,3000,Ten@Cle 01:00PM ET,0,Ten
WR,TJ Jones,3000,Det@Min 01:00PM ET,0,Det
RB,Orleans Darkwa,3000,Atl@NYG 01:00PM ET,0,NYG
RB,Roosevelt Nix,3000,SF@Pit 01:00PM ET,0,Pit
WR,Rod Streater,3000,Bal@Oak 04:05PM ET,1.8,Oak
RB,Marcus Murphy,3000,TB@NO 01:00PM ET,0,NO
RB,Andre Williams,3000,Atl@NYG 01:00PM ET,1.4,NYG
WR,Joshua Bellamy,3000,Ari@Chi 01:00PM ET,0,Chi
RB,Malcolm Johnson,3000,Ten@Cle 01:00PM ET,3.4,Cle
WR,Josh Huff,3000,Dal@Phi 04:25PM ET,3.9,Phi
RB,Michael Burton,3000,Det@Min 01:00PM ET,0,Det
RB,Corey Grant,3000,Mia@Jax 04:05PM ET,1.5,Jax
WR,DeAndrew White,3000,SF@Pit 01:00PM ET,0,SF
WR,Tyler Murphy,3000,SF@Pit 01:00PM ET,2.6,Pit
WR,Matt Hazel,3000,Mia@Jax 04:05PM ET,0,Mia
WR,Keith Mumphery,3000,Hou@Car 01:00PM ET,4.3,Hou
RB,Jeremy Langford,3000,Ari@Chi 01:00PM ET,0.1,Chi
WR,Rishard Matthews,3000,Mia@Jax 04:05PM ET,13.4,Mia
WR,Justin Hardy,3000,Atl@NYG 01:00PM ET,0,Atl
WR,J.J. Nelson,3000,Ari@Chi 01:00PM ET,0,Ari
WR,Andre Holmes,3000,Bal@Oak 04:05PM ET,0,Oak
WR,Corey Fuller,3000,Det@Min 01:00PM ET,0,Det
WR,Geremy Davis,3000,Atl@NYG 01:00PM ET,0,NYG
RB,Jamize Olawale,3000,Bal@Oak 04:05PM ET,5.5,Oak
WR,Cameron Meredith,3000,Ari@Chi 01:00PM ET,0,Chi
RB,Antonio Andrews,3000,Ten@Cle 01:00PM ET,0,Ten
WR,Chris Hogan,3000,NE@Buf 01:00PM ET,0,Buf
WR,Corey Brown,3000,Hou@Car 01:00PM ET,3.3,Car
RB,Zach Zenner,3000,Det@Min 01:00PM ET,0.6,Det
RB,Terrence Magee,3000,Bal@Oak 04:05PM ET,0,Bal
RB,Terron Ward,3000,Atl@NYG 01:00PM ET,0,Atl
WR,Willie Snead,3000,TB@NO 01:00PM ET,7.3,NO
